serialnumber,listyear,daterecorded,town,address,assessedvalue,saleamount,salesratio,propertytype,residentialtype,geo_coordinates,:@computed_region_dam5_q64j,:@computed_region_nhmp_cq6b,:@computed_region_m4y2_whse,:@computed_region_snd5_k6zv,nonusecode,remarks,opm_remarks
20981,2020,2021-07-09T00:00:00.000,Hartford,246 BARBOUR ST,49070,78998,0.6211,Commercial,,"{'type': 'Point', 'coordinates': [-72.67759, 41.79206]}",1041,79,64,1,,,
201162,2020,2021-08-30T00:00:00.000,Hartford,31 WOODLAND ST #001I,35280,77900,0.4528,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.70177, 41.76954]}",1041,10,64,1,,,
200046,2020,2021-02-11T00:00:00.000,Harwinton,363 TERRYVILLE RD,100720,195000,0.5165,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.023, 41.75052]}",1042,228,66,6,,,
200031,2020,2020-11-06T00:00:00.000,Hebron,6 WOODSIDE RD,200760,330000,0.6083,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.33175, 41.6212]}",38,208,67,1,,,
200156,2020,2021-07-12T00:00:00.000,Hebron,59 BLUEBIRD LANE,288050,505000,0.5703,Residential,Single Family,,,,,,,,
200070,2020,2021-04-19T00:00:00.000,Kent,128 KENT RD,109400,175000,0.6251,Residential,Single Family,,,,,,,"5/10/31 $108,300 & 5/10/32 $1,100",
200091,2020,2020-12-07T00:00:00.000,Killingly,4 SNOWBIRD DR,178150,305000,0.584,Residential,Condo,,,,,,,,
200223,2020,2021-04-19T00:00:00.000,Killingly,48 BALLOUVILLE RD,77700,154000,0.5045,Residential,Single Family,,,,,,,,
200338,2020,2021-07-02T00:00:00.000,Killingly,146 SCHOOL ST,89810,238000,0.3773,Residential,Two Family,,,,,,,,
200462,2020,2021-09-13T00:00:00.000,Killingly,246 NO SHORE RD,283150,530000,0.5342,Residential,Single Family,,,,,,,,
200113,2020,2021-05-24T00:00:00.000,Killingworth,130 PARKER HILL ROAD,199350,493500,0.4039,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.54119, 41.40309]}",1043,125,70,3,,,
20060,2020,2021-02-22T00:00:00.000,Lebanon,129 LAKESIDE DR,81000,180000,0.45,Residential,Single Family,,,,,,,,
20040,2020,2021-02-26T00:00:00.000,Lisbon,335 S BURNHAM HWY,150900,220000,0.6859,Residential,Single Family,,,,,,,,
200093,2020,2021-01-09T00:00:00.000,Litchfield,225 BRUSH HILL RD,165520,335000,0.494,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.2353, 41.75158]}",1042,264,74,6,,,
200241,2020,2021-08-30T00:00:00.000,Litchfield,342 GOSHEN RD,182210,375000,0.4858,Residential,Single Family,,,,,,,,
200051,2020,2020-11-02T00:00:00.000,Madison,30 EVARTS LN,392900,629000,0.6246,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.59065, 41.2798]}",1044,134,76,7,,,
200170,2020,2021-01-21T00:00:00.000,Madison,16 CENTRE VILLAGE DR,231100,418000,0.5528,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.60548, 41.28289]}",1044,134,76,7,,,
200313,2020,2021-05-06T00:00:00.000,Madison,482 HORSEPOND RD,384100,740000,0.519054054,Residential,Single Family,,,,,,,,
200440,2020,2021-07-19T00:00:00.000,Madison,59 SCOTLAND AVE,130900,300000,0.4363,Residential,Single Family,,,,,,,,
200031,2020,2020-10-08T00:00:00.000,Manchester,29 SOMERSET DRIVE,116000,205000,0.5658,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.49693, 41.76645]}",1041,263,77,1,,,
200241,2020,2020-11-16T00:00:00.000,Manchester,200 BRIARWOOD DRIVE,140000,220000,0.6363,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.5438, 41.749]}",1041,263,77,1,,,
200367,2020,2020-12-16T00:00:00.000,Manchester,406 WOODLAND STREET,92800,180000,0.5155,Residential,Single Family,,,,,,,,
200491,2020,2021-01-28T00:00:00.000,Manchester,67 BISSELL STREET,90200,140000,0.6442,Residential,Single Family,,,,,,,,
200624,2020,2021-03-18T00:00:00.000,Manchester,23 GARDNER STREET WEST,129800,233000,0.557,Residential,Single Family,,,,,,,,
200749,2020,2021-05-03T00:00:00.000,Manchester,244H OAKLAND STREET,98700,194000,0.5087,Residential,Condo,,,,,,,,
200870,2020,2021-06-09T00:00:00.000,Manchester,191 GARTH ROAD,72100,75000,0.9613,Vacant Land,,,,,,,,,
200994,2020,2021-07-08T00:00:00.000,Manchester,59 GIANNA DRIVE UNIT 7,154000,300000,0.5133,Residential,Single Family,,,,,,,,
201105,2020,2021-08-06T00:00:00.000,Manchester,148 KENNEDY ROAD,171900,310000,0.5545,Residential,Single Family,,,,,,,,
201222,2020,2021-09-07T00:00:00.000,Manchester,173 SPRUCE STREET UNIT 24,47500,124000,0.383,Residential,Condo,,,,,,,,
200023,2020,2020-11-06T00:00:00.000,Mansfield,69 CEDAR SWAMP RD,100100,150000,0.6673,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.2793, 41.82767]}",38,33,78,1,,,
200149,2020,2021-05-10T00:00:00.000,Mansfield,6B HERITAGE SQ,127100,155000,0.82,Residential,Condo,,,,,,,FREEDOM GREEN CONDOS,
200270,2020,2021-08-31T00:00:00.000,Mansfield,1546 STORRS RD,161400,282200,0.5719,Residential,Single Family,,,,,,,,
200103,2020,2020-10-29T00:00:00.000,Meriden,52 JEPSON LANE,100170,186500,0.5371,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.84144, 41.51898]}",1044,226,80,7,,,
200221,2020,2020-12-02T00:00:00.000,Meriden,52 STERLING VLG,61250,134000,0.457,Residential,Condo,,,,,,,,
200352,2020,2021-01-06T00:00:00.000,Meriden,83 TOKONEKE DR,132580,225000,0.5892,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.77222, 41.50455]}",1044,199,80,7,,,
200467,2020,2021-02-12T00:00:00.000,Meriden,350 BROWNSTONE RDG,170660,320000,0.5333,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.83692, 41.52987]}",1044,226,80,7,,,
200601,2020,2021-03-26T00:00:00.000,Meriden,62 WOOD ST,64190,168000,0.382,Residential,Two Family,,,,,,,,
200763,2020,2021-05-12T00:00:00.000,Meriden,603 BALDWIN AVE,121380,220000,0.5517,Residential,Single Family,,,,,,,,
200903,2020,2021-06-16T00:00:00.000,Meriden,540 SO CURTIS ST,80080,170000,0.471,Residential,Single Family,,,,,,,,
201025,2020,2021-07-20T00:00:00.000,Meriden,33 BIRCH RD,131810,266555,0.4944,Residential,Single Family,,,,,,,,
201140,2020,2021-08-20T00:00:00.000,Meriden,5 PARK PL,115990,217500,0.5332,Residential,Single Family,,,,,,,,
201267,2020,2021-09-20T00:00:00.000,Meriden,512 NEW HANOVER AVE,97090,250000,0.3883,Residential,Single Family,,,,,,,,
200084,2020,2021-02-09T00:00:00.000,Middlebury,31 OLD REGAN RD,337300,500000,0.6746,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.09835, 41.5283]}",1044,200,81,4,,,
200216,2020,2021-07-30T00:00:00.000,Middlebury,102 MIDDLEBURY RD,165600,340000,0.487058824,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.09198, 41.54107]}",1044,200,81,4,,,
200007,2020,2020-10-01T00:00:00.000,Middletown,82 GROVE ST,76050,148000,0.5138,Residential,Single Family,,,,,,,,
200134,2020,2020-11-13T00:00:00.000,Middletown,277 CARRIAGE CROSSING,59090,96000,0.6155,Residential,Condo,,,,,,,,
200263,2020,2020-12-14T00:00:00.000,Middletown,3 COUNRTYSIDE LA #01,85310,140000,0.6093,Residential,Condo,,,,,,,,
200375,2020,2021-02-02T00:00:00.000,Middletown,1 CANTERBURY CT #07,105610,164000,0.6439,Residential,Condo,,,,,,,,
200508,2020,2021-03-30T00:00:00.000,Middletown,188 RISING TRAIL DR,76450,150000,0.5096,Residential,Condo,,,,,,,,
200625,2020,2021-05-10T00:00:00.000,Middletown,21 INVERNESS LA,84940,165000,0.5147,Residential,Single Family,,,,,,,,
200746,2020,2021-06-16T00:00:00.000,Middletown,133 BROOKVIEW LA,232300,425000,0.5465,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.67945, 41.56746]}",1043,236,83,3,,,
200856,2020,2021-07-20T00:00:00.000,Middletown,1978 SAND HILL RD,100950,250000,0.4038,Residential,Single Family,,,,,,,,
200973,2020,2021-08-30T00:00:00.000,Middletown,16 CARRIAGE CROSSING,58340,117900,0.4948,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.70869, 41.58837]}",1043,236,83,3,,,
200091,2020,2020-10-02T00:00:00.000,Milford,149 WELCHS POINT RD,237640,570000,0.4169,Commercial,,,,,,,,,
200156,2020,2020-10-28T00:00:00.000,Milford,61 STOWE AVE AND 59 STOWE AVE,180840,345000,0.524173913,Residential,Single Family,,,,,,,BOTH PROPERTIES 59 STOWE IS VACANT LAND,
200324,2020,2020-11-24T00:00:00.000,Milford,328 FOXWOOD LN,107150,168000,0.6377,Residential,Condo,,,,,,,,
200453,2020,2020-12-22T00:00:00.000,Milford,47 ARGYLE RD,169760,305000,0.5565,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.06464, 41.21185]}",1044,193,84,7,,,
200629,2020,2021-02-02T00:00:00.000,Milford,21 WILDWOOD AVE,151260,329000,0.4597,Residential,Single Family,,,,,,,,
200800,2020,2021-03-12T00:00:00.000,Milford,325 FOXWOOD LN,111920,173000,0.6469,Residential,Condo,,,,,,,,
200965,2020,2021-04-20T00:00:00.000,Milford,62 HOME ACRES AVE,180820,300000,0.6027,Residential,Single Family,,,,,,,,
201142,2020,2021-05-27T00:00:00.000,Milford,254 ACORN LN,230640,425000,0.5426,Residential,Single Family,,,,,,,,
201306,2020,2021-06-29T00:00:00.000,Milford,39 SPINDRIFT LN,165210,319900,0.5164,Residential,Single Family,,,,,,,,
201507,2020,2021-07-29T00:00:00.000,Milford,73 SHADYSIDE LN,231140,393800,0.5869,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.03317, 41.21789]}",1044,193,84,7,,,
201623,2020,2021-08-26T00:00:00.000,Milford,10 CLAREMONT CIR,188470,425000,0.4434,Residential,Single Family,,,,,,,,
201834,2020,2021-09-21T00:00:00.000,Milford,133 MILFORD POINT RD,362850,737500,0.492,Residential,Single Family,,,,,,,,
20086,2020,2020-11-23T00:00:00.000,Monroe,500 PURDY HILL #6,69400,91500,0.758469945,Commercial,,"{'type': 'Point', 'coordinates': [-73.2507, 41.3052]}",1040,3,85,2,,,
20189,2020,2021-02-22T00:00:00.000,Monroe,124 BUG HILL RD,573100,850000,0.6742,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.23065, 41.32104]}",1040,3,85,2,,,
20295,2020,2021-05-25T00:00:00.000,Monroe,31 LANTHORNE RD,230000,425000,0.5411,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.22411, 41.31906]}",1040,3,85,2,,,
20398,2020,2021-08-03T00:00:00.000,Monroe,43 WELLS RD,286400,511000,0.5604,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.24079, 41.33627]}",1040,3,85,2,,,
20022,2020,2020-10-19T00:00:00.000,Montville,16 LENA DR,166040,280000,0.593,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.12917, 41.46448]}",1045,15,86,8,,,
20165,2020,2021-02-08T00:00:00.000,Montville,154 PARK AVE EXT,129030,230000,0.561,Residential,Single Family,,,,,,,,
20317,2020,2021-06-15T00:00:00.000,Montville,57 INDIAN HILL RD,117870,185000,0.6371,Residential,Single Family,,,,,,,,
20445,2020,2021-09-13T00:00:00.000,Montville,27 GEORGIA RD UNIT 17,32560,55000,0.592,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.19589, 41.47415]}",1045,13,86,8,,,
2000031,2020,2020-10-14T00:00:00.000,Naugatuck,37 CITY HILL ST,171020,302000,0.5662,Residential,Three Family,"{'type': 'Point', 'coordinates': [-73.0458, 41.50083]}",1044,169,88,4,,,
2000148,2020,2020-12-02T00:00:00.000,Naugatuck,85 BROOKSIDE AVE,93980,170000,0.5528,Residential,Single Family,,,,,,,,
2000271,2020,2021-01-28T00:00:00.000,Naugatuck,8 SIMSBERRY RD,124600,265740,0.4688,Residential,Single Family,,,,,,,,
2000379,2020,2021-04-06T00:00:00.000,Naugatuck,105 TAWNY THRUSH RD,107880,175000,0.6164,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.01246, 41.47914]}",1044,169,88,4,,,
2000524,2020,2021-06-09T00:00:00.000,Naugatuck,57 CELENTANO DR,113270,252000,0.4494,Residential,Single Family,,,,,,,,
2000649,2020,2021-07-29T00:00:00.000,Naugatuck,104 EVELYN DR,129870,300000,0.4329,Residential,Single Family,,,,,,,,
2000779,2020,2021-09-20T00:00:00.000,Naugatuck,921 NEW HAVEN RD,463930,600000,0.7732,Commercial,,,,,,,,CAR WASH,
20085,2020,2020-10-22T00:00:00.000,New Britain,103 BEAVER ST,130690,255000,0.5125,Residential,Two Family,,,,,,,,
20203,2020,2020-11-23T00:00:00.000,New Britain,320 EDDY GLOVER BLVD,118580,222000,0.5341,Residential,Single Family,,,,,,,,
20319,2020,2020-12-30T00:00:00.000,New Britain,210 OAKLAND AVE,140630,292500,0.4807,Residential,Two Family,,,,,,,,
20446,2020,2021-02-16T00:00:00.000,New Britain,86 BASSETT ST,105910,200000,0.5295,Residential,Three Family,,,,,,,,
20572,2020,2021-03-31T00:00:00.000,New Britain,190 WYNOLA AVE,117670,270000,0.4358,Residential,Two Family,,,,,,,,
20699,2020,2021-05-14T00:00:00.000,New Britain,1812 CORBIN AVE,74900,140000,0.535,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.80259, 41.68247]}",1041,110,89,1,,,
20817,2020,2021-06-16T00:00:00.000,New Britain,76 BINGHAM ST,90510,125000,0.724,Residential,Two Family,,,,,,,,
20936,2020,2021-07-16T00:00:00.000,New Britain,76 SUNRISE AVE,69160,180000,0.3842,Residential,Single Family,,,,,,,,
201067,2020,2021-08-13T00:00:00.000,New Britain,64 RICHMOND AVE,143150,325000,0.4404,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.79118, 41.68605]}",1041,110,89,1,,,
201185,2020,2021-09-17T00:00:00.000,New Britain,124-1002G BIRUTA ST,25760,60000,0.4293,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.79266, 41.68221]}",1041,110,89,1,,,
200061,2020,2020-11-05T00:00:00.000,New Canaan,519 BROOKSIDE RD,872690,1055000,0.8271,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.4731, 41.1191]}",1040,180,90,9,,,
200174,2020,2021-01-11T00:00:00.000,New Canaan,150 OLD STUDIO RD,1087800,1426250,0.7626,Residential,Single Family,,,,,,,,
200289,2020,2021-03-31T00:00:00.000,New Canaan,142 WHITE OAK SHADE RD,607530,1075000,0.5651,Residential,Single Family,,,,,,,,
200404,2020,2021-06-01T00:00:00.000,New Canaan,136 SOUTH AVE,615650,1290000,0.4772,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.49184, 41.14234]}",1040,180,90,9,,,
200504,2020,2021-07-01T00:00:00.000,New Canaan,17 BRUSHY RIDGE RD,741650,1185000,0.6258,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.48882, 41.15168]}",1040,180,90,9,,,
200610,2020,2021-08-06T00:00:00.000,New Canaan,421 HOYT FARM RD,1053150,1810000,0.5818,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.47246, 41.14425]}",1040,180,90,9,,,
200028,2020,2020-10-21T00:00:00.000,New Fairfield,9 SUNSET DR,310900,620000,0.5014,Residential,Single Family,,,,,,,,
200142,2020,2021-01-15T00:00:00.000,New Fairfield,1 BUTTERNUT LN,296700,390000,0.7607,Residential,Single Family,,,,,,,,
200263,2020,2021-06-09T00:00:00.000,New Fairfield,4 CYPRESS ST,215600,339000,0.6359,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.47788, 41.52643]}",1040,45,91,9,,,
200370,2020,2021-09-22T00:00:00.000,New Fairfield,228 RTE 39,67100,135000,0.497,Vacant Land,,,,,,,,,
200124,2020,2021-06-24T00:00:00.000,New Hartford,218 SOUTHEAST ROAD,222390,460000,0.4834,Residential,Single Family,,,,,,,,
200068,2020,2020-10-20T00:00:00.000,New Haven,1118 TOWNSEND AV,89180,175000,0.5096,Residential,Single Family,,,,,,,,
200194,2020,2020-11-23T00:00:00.000,New Haven,83 DIVISION ST,106050,240000,0.4418,Residential,Three Family,,,,,,,,
200324,2020,2020-12-31T00:00:00.000,New Haven,187 TOWNSEND AV,224140,494000,0.4537,Residential,Single Family,,,,,,,,
200464,2020,2021-02-11T00:00:00.000,New Haven,90 LEXINGTON AV,62510,113500,0.5507,Residential,Single Family,,,,,,,,
200625,2020,2021-03-31T00:00:00.000,New Haven,250 WILLOW ST,414260,780000,0.531102564,Residential,Three Family,"{'type': 'Point', 'coordinates': [-72.91243, 41.32236]}",1044,275,93,7,,,
200768,2020,2021-05-06T00:00:00.000,New Haven,85 LIVINGSTON ST,401660,750000,0.535546667,Residential,Single Family,,,,,,,,
201008,2020,2021-06-08T00:00:00.000,New Haven,842 QUINNIPIAC AV #9,143010,290000,0.4931,Residential,Condo,,,,,,,,
201143,2020,2021-07-07T00:00:00.000,New Haven,31 WILLARD ST,128030,272000,0.4706,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.96215, 41.32422]}",1044,240,93,7,,,
201261,2020,2021-08-02T00:00:00.000,New Haven,90 WILLIAM ST,268870,487500,0.5515,Residential,Two Family,,,,,,,,
201379,2020,2021-08-26T00:00:00.000,New Haven,150 HARBOUR CLOSE # 308,246750,385000,0.6409,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.9319, 41.28225]}",1044,132,93,7,,,
201502,2020,2021-09-29T00:00:00.000,New Haven,673 WASHINGTON AV,62300,175000,0.356,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.93953, 41.29313]}",1044,132,93,7,,,
200116,2020,2021-01-07T00:00:00.000,New London,70 FARMINGTON AVE,26460,40000,0.6615,Residential,Condo,,,,,,,,
201247,2020,2021-05-03T00:00:00.000,New London,400 BANK ST UNIT 301,160580,195000,0.8234,Residential,Condo,"{'type': 'Point', 'coordinates': [-72.09836, 41.35091]}",1045,144,95,8,,,
201398,2020,2021-08-20T00:00:00.000,New London,20 LINCOLN CT,82600,250000,0.3304,Residential,Two Family,"{'type': 'Point', 'coordinates': [-72.10796, 41.35625]}",1045,144,95,8,,,
20086,2020,2020-10-28T00:00:00.000,Newtown,5 GRAYS PLAIN ROAD,228550,434000,0.5266,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.23236, 41.39332]}",1040,152,97,9,,,
20187,2020,2020-12-07T00:00:00.000,Newtown,70 WALNUT TREE HILL ROAD,327930,650000,0.5045,Residential,Single Family,,,,,,,,
20318,2020,2021-02-02T00:00:00.000,Newtown,13 LEOPARD DRIVE,211950,465000,0.4558,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.21255, 41.40202]}",1040,152,97,9,,,
20441,2020,2021-04-21T00:00:00.000,Newtown,165 JENNIFER LANE,218200,351000,0.6216,Residential,Condo,,,,,,,,
20554,2020,2021-06-16T00:00:00.000,Newtown,5 TAUNTON LANE,255090,560000,0.4555,Residential,Single Family,,,,,,,,
20660,2020,2021-07-26T00:00:00.000,Newtown,29 GREENBRIAR LANE,172830,320000,0.54,Residential,Single Family,,,,,,,,
20771,2020,2021-09-16T00:00:00.000,Newtown,3 SHORT HILL ROAD,451770,910000,0.496450549,Residential,Single Family,,,,,,,RELOCATION CO.,
20200070,2020,2021-08-02T00:00:00.000,North Canaan,25 BARLOW ST,101420,110000,0.922,Residential,Single Family,,,,,,,,
20117,2020,2020-12-09T00:00:00.000,North Haven,231 KINGS HWY,309060,599900,0.515185864,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.866, 41.41687]}",1044,168,101,7,,,
20240,2020,2021-03-22T00:00:00.000,North Haven,1965 HARTFORD TPKE,175270,287000,0.6106,Residential,Single Family,,,,,,,,
202154,2020,2021-06-17T00:00:00.000,North Haven,9 ROBERTA RD,162550,320000,0.50796875,Residential,Single Family,,,,,,,,
202268,2020,2021-09-01T00:00:00.000,North Haven,7 CHAPEL HILL RD,207960,435000,0.478,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.82796, 41.39153]}",1044,168,101,7,,,
200066,2020,2020-10-09T00:00:00.000,Norwalk,38 STUART AVE UNIT D,241140,357000,0.6754,Residential,Condo,"{'type': 'Point', 'coordinates': [-73.42393, 41.10818]}",1040,204,103,9,,1-2-7-38D,
200174,2020,2020-10-29T00:00:00.000,Norwalk,5 STONECROP RD S,330910,500000,0.6618,Residential,Single Family,,,,,,,5-32-48-0,
200289,2020,2020-11-23T00:00:00.000,Norwalk,188 FLAX HILL RD UNIT B/6,173040,330000,0.5243,Residential,Condo,,,,,,,2-48-42-B/6,
200569,2020,2020-12-09T00:00:00.000,Norwalk,62 GLENROCK,217540,330000,0.6592,Residential,Condo,,,,,,,5-38A-14-F62,
200675,2020,2020-12-29T00:00:00.000,Norwalk,100 SAN VINCENZO PL UNIT 18,74120,147463,0.5026,Residential,Condo,,,,,,,2-75-138-18,
200781,2020,2021-01-21T00:00:00.000,Norwalk,19 LEUVINE ST,281540,485000,0.5804,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.42539, 41.1186]}",1040,204,103,9,,1-40-22A-0,
200899,2020,2021-02-23T00:00:00.000,Norwalk,65 LEDGEBROOK DR,215470,360000,0.5985,Residential,Condo,"{'type': 'Point', 'coordinates': [-73.43855, 41.10726]}",1040,155,103,9,,5-64-200-17/01,
201001,2020,2021-03-18T00:00:00.000,Norwalk,136 PONUS AVE,289880,355000,0.8165,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.44812, 41.12494]}",1040,204,103,9,,5-52-239-0,
201100,2020,2021-04-12T00:00:00.000,Norwalk,18 HILLTOP RD,1368240,2700000,0.5067,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.42554, 41.07515]}",1040,155,103,9,,5-84A-47-0,
202217,2020,2021-04-30T00:00:00.000,Norwalk,3 KOSSUTH ST,167760,310000,0.5411,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.42308, 41.09017]}",1040,155,103,9,,2-75-6-0,
202319,2020,2021-05-20T00:00:00.000,Norwalk,134 WASHINGTON ST UNIT D205,139930,250000,0.5597,Residential,Condo,"{'type': 'Point', 'coordinates': [-73.4167, 41.09895]}",1040,155,103,9,,2-43-10-D205,
202426,2020,2021-06-07T00:00:00.000,Norwalk,93 RICHARDS AVE,15400000,22900000,0.6724,Apartments,,"{'type': 'Point', 'coordinates': [-73.45107, 41.09495]}",1040,155,103,9,,5-70-25-0,
202524,2020,2021-06-22T00:00:00.000,Norwalk,56 COUNTY ST,356720,665000,0.5364,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.39074, 41.12368]}",1040,87,103,9,,5-8-43-0,
202624,2020,2021-07-07T00:00:00.000,Norwalk,71 AIKEN ST UNIT K/7,130550,210000,0.6216,Residential,Condo,"{'type': 'Point', 'coordinates': [-73.41854, 41.13449]}",1040,87,103,9,,5-21-382-K/7,
202732,2020,2021-07-26T00:00:00.000,Norwalk,4 FARM CREEK RD,1239730,2200000,0.5635,Residential,Single Family,,,,,,,6-11-11-0,
202829,2020,2021-08-10T00:00:00.000,Norwalk,21 THIRD ST,315590,675000,0.4675,Residential,Single Family,,,,,,,3-56-16-0,
202942,2020,2021-08-31T00:00:00.000,Norwalk,25 GRAND ST UNIT 208,143410,250000,0.5736,Residential,Condo,"{'type': 'Point', 'coordinates': [-73.4232, 41.12526]}",1040,87,103,9,,1-111-8-208,
203054,2020,2021-09-17T00:00:00.000,Norwalk,8 BURLINGTON DR,313400,535000,0.5857,Residential,Single Family,"{'type': 'Point', 'coordinates': [-73.40364, 41.13098]}",1040,87,103,9,,5-14-60-0,
200040,2020,2020-10-19T00:00:00.000,Norwich,835 BOSWELL AVE,101000,170000,0.5941,Residential,Single Family,"{'type': 'Point', 'coordinates': [-72.05259, 41.55014]}",1045,14,104,8,,,
